cod_producto,producto,lineas_factura,cantidad_comprada,costo_unitario_factura,costo_factura,stock_actual,valor_stock_a_costo_factura,unidades_vendidas_desde,ventas_desde,facturas_venta_desde,dias_con_venta_desde,primera_venta_desde,ultima_venta_desde,dias_hasta_primera_venta,dias_sin_venta,unidades_30d,unidades_90d,unidades_365d,ventas_365d,sell_through_aparente,banda_sell_through,remanente_minimo_unidades,remanente_minimo_costo,unidades_compradas_despues,documentos_compra_despues,ultima_compra_despues,precio_venta_actual,ingreso_cohorte_estimado,utilidad_bruta_cohorte_estimada,margen_cohorte_estimado,estado_auditoria
A171A1,KIT MEDIO YAMAHA BWS 125 4T EMP AMERICA,1,4.0,8500.0,34000.0,2.0,17000.0,3.0,34000.0,3,3,2024-09-22 12:22:50,2024-12-06 16:44:18,56.9,643.0,0.0,0.0,0.0,0.0,0.75,50-79%,1.0,8500.0,1.0,1,2024-08-02,12500.0,34000.0,8500.0,0.25,"Con stock, sin ventas 365d"
CAD-123,CADENILLA BWS 125/AGILITY 125/CBF 150 YAMAHA,1,2.0,17000.0,34000.0,0.0,0.0,2.0,57000.0,2,1,2024-10-06 10:24:33,2024-10-06 11:44:01,70.8,704.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,28500.0,57000.0,23000.0,0.40350877192982454,Sin stock actual
BOB - 047791,BOBINA ENCENDIDO ECO / SPLENDOR SYK,1,2.0,16500.0,33000.0,0.0,0.0,2.0,54500.0,2,2,2024-09-15 09:26:23,2024-09-30 10:27:18,49.7,710.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,27500.0,54500.0,21500.0,0.3944954128440367,Sin stock actual
MOTS1051,RETEN 27-40-6,1,11.0,3000.0,33000.0,9.0,27000.0,2.0,9000.0,2,2,2024-11-12 14:58:54,2025-09-24 17:52:03,108.0,351.0,0.0,0.0,1.0,5000.0,0.18181818181818182,1-49%,9.0,27000.0,0.0,0,,5000.0,9000.0,3000.0,0.3333333333333333,Rotación baja
MOTS1084,RETEN 17-25-4,1,22.0,1500.0,33000.0,22.0,33000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,22.0,33000.0,0.0,0,,2500.0,0.0,0.0,,Sin ventas desde compra
MOTS1085,RETEN 27-37-70-5,1,11.0,3000.0,33000.0,2.0,6000.0,11.0,50000.0,7,7,2024-09-27 13:06:31,2025-02-09 12:17:19,61.9,578.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,2.0,1,2024-09-27,5000.0,49999.99999999999,16999.999999999993,0.3399999999999999,"Con stock, sin ventas 365d"
13266,FAROLA ECO DELUXE AKITA,1,1.0,32500.0,32500.0,1.0,32500.0,1.0,40000.0,1,1,2024-10-29 14:28:05,2024-10-29 14:28:05,93.9,681.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-03-06,54500.0,40000.0,7500.0,0.1875,"Con stock, sin ventas 365d"
GUA - 049195,GUAYA RETORNO FZ 16 / FAZER 16 MN SYK,1,4.0,8000.0,32000.0,4.0,32000.0,1.0,12000.0,1,1,2026-01-07 15:55:38,2026-01-07 15:55:38,529.0,246.0,0.0,0.0,1.0,12000.0,0.25,1-49%,3.0,24000.0,1.0,1,2025-10-22,13500.0,12000.0,4000.0,0.3333333333333333,Rotación baja
MOTS1040,RETEN 22-35-7,1,16.0,2000.0,32000.0,16.0,32000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,16.0,32000.0,0.0,0,,3500.0,0.0,0.0,,Sin ventas desde compra
MOTS1112,PATA LATERAL CB110,1,4.0,8000.0,32000.0,2.0,16000.0,2.0,26500.0,2,2,2024-09-02 17:20:30,2025-04-23 14:15:49,37.1,505.0,0.0,0.0,0.0,0.0,0.5,50-79%,2.0,16000.0,0.0,0,,13500.0,26500.0,10500.0,0.39622641509433965,"Con stock, sin ventas 365d"
MOTS1113,PATA LATERAL VARIAS,1,4.0,8000.0,32000.0,3.0,24000.0,2.0,25500.0,2,2,2025-07-10 17:23:52,2025-08-06 18:42:49,348.1,400.0,0.0,0.0,0.0,0.0,0.5,50-79%,2.0,16000.0,1.0,1,2025-07-06,13500.0,25500.0,9500.0,0.37254901960784315,"Con stock, sin ventas 365d"
MOTS1225,BALINERA 6205 C3 KOYO,1,8.0,4000.0,32000.0,4.0,16000.0,8.0,134000.0,5,5,2024-10-20 12:19:01,2025-06-16 12:02:09,84.9,451.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,4.0,2,2024-11-25,17000.0,134000.0,102000.0,0.7611940298507462,"Con stock, sin ventas 365d"
CAU - 132,CAUCHOS TORQUE DT 125,1,3.0,10600.0,31800.0,2.0,21200.0,1.0,18000.0,1,1,2026-01-11 11:02:30,2026-01-11 11:02:30,532.8,242.0,0.0,0.0,1.0,18000.0,0.3333333333333333,1-49%,2.0,21200.0,0.0,0,,18000.0,18000.0,7400.0,0.4111111111111111,Rotación baja
BAN - 010115,BANDA FRENO TRA ECO DELUXE / SPLENDOR JAPAN,1,3.0,10500.0,31500.0,0.0,0.0,3.0,50500.0,3,3,2024-10-03 09:59:14,2026-02-12 08:35:06,67.8,210.0,0.0,0.0,1.0,16000.0,1.0,100%,0.0,0.0,0.0,0,,17500.0,50500.0,19000.0,0.37623762376237624,Sin stock actual
MOTS1014,HIDRAULICO 150 68 1/4 GALON LUGRAXOIL,1,3.0,10500.0,31500.0,0.0,0.0,3.0,45000.0,3,3,2024-10-21 08:12:08,2025-02-07 15:40:18,85.7,580.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,17500.0,45000.0,13500.0,0.3,Sin stock actual
MOTS1192,VARRILLA FRENO TRASERO VARIAS,1,9.0,3500.0,31500.0,8.0,28000.0,1.0,6000.0,1,1,2026-02-12 16:08:41,2026-02-12 16:08:41,565.0,210.0,0.0,0.0,1.0,6000.0,0.1111111111111111,1-49%,8.0,28000.0,0.0,0,,6000.0,6000.0,2500.0,0.4166666666666667,Rotación baja
MOTS1203,CADENA 420 X 104L APM,1,3.0,10500.0,31500.0,1.0,10500.0,2.0,32500.0,2,2,2025-12-17 11:20:28,2026-02-02 13:36:16,507.8,220.0,0.0,0.0,2.0,32500.0,0.6666666666666666,50-79%,1.0,10500.0,0.0,0,,17500.0,32500.0,11500.0,0.35384615384615387,Rotación media
DE0000386,JUEGO TAPAS LATERALES AX AZUL DIFEL,1,2.0,15000.0,30000.0,0.0,0.0,2.0,43000.0,2,2,2025-03-18 15:49:01,2025-07-10 08:53:23,234.0,427.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,25000.0,43000.0,13000.0,0.3023255813953488,Sin stock actual
ESC - 061,ESCOBILLAS ARRANQUE XT2 125 YAMAHA,1,5.0,6000.0,30000.0,3.0,18000.0,2.0,20000.0,2,2,2024-07-29 14:43:23,2024-10-03 09:59:14,2.0,707.0,0.0,0.0,0.0,0.0,0.4,1-49%,3.0,18000.0,0.0,0,,10000.0,20000.0,8000.0,0.4,"Con stock, sin ventas 365d"
MOTS1039,RETEN 18-9-30-5,1,20.0,1500.0,30000.0,6.0,9000.0,20.0,48500.0,20,19,2024-11-10 09:43:08,2025-12-13 12:12:11,105.8,271.0,0.0,0.0,1.0,2500.0,1.0,100%,0.0,0.0,6.0,6,2025-10-24,2500.0,48500.0,18500.0,0.38144329896907214,Compra absorbida; stock repuesto
MOTS1053,RETEN 21-40-7,1,10.0,3000.0,30000.0,10.0,30000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,10.0,30000.0,0.0,0,,5000.0,0.0,0.0,,Sin ventas desde compra
MOTS1063,RETEN 26-36-10-5,1,10.0,3000.0,30000.0,8.0,24000.0,2.0,10000.0,1,1,2024-10-18 14:09:34,2024-10-18 14:09:34,82.9,692.0,0.0,0.0,0.0,0.0,0.2,1-49%,8.0,24000.0,0.0,0,,5000.0,10000.0,4000.0,0.4,"Con stock, sin ventas 365d"
MOTS1067,RETEN 26-37-10-5,1,15.0,2000.0,30000.0,0.0,0.0,17.0,61000.0,10,9,2024-10-10 13:57:23,2025-08-21 09:28:15,74.9,385.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,2.0,1,2025-04-01,3500.0,53823.5294117647,23823.5294117647,0.44262295081967207,Sin stock actual
MOTS1070,RETEN 30-45-11,1,10.0,3000.0,30000.0,10.0,30000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,10.0,30000.0,0.0,0,,5000.0,0.0,0.0,,Sin ventas desde compra
MOTS1170,CAUCHO MANZANA CBF 125 DREAM NEO FACTORY,1,5.0,6000.0,30000.0,1.0,6000.0,4.0,38000.0,4,4,2024-09-15 09:26:23,2025-05-09 15:25:26,49.7,489.0,0.0,0.0,0.0,0.0,0.8,80-99%,1.0,6000.0,0.0,0,,10000.0,38000.0,14000.0,0.3684210526315789,"Con stock, sin ventas 365d"
MOTS1204,EJE TIJERA ECO DELUXE 12 X 230 MM BARAI,1,5.0,6000.0,30000.0,0.0,0.0,5.0,50000.0,5,5,2024-10-29 12:57:22,2025-05-09 14:40:35,93.9,489.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,10000.0,50000.0,20000.0,0.4,Sin stock actual
MOTS1205,EJE TIJERA ECO SPLENDOR INGE PARTE,1,5.0,6000.0,30000.0,2.0,12000.0,3.0,30000.0,3,3,2025-01-13 12:07:57,2026-01-30 15:01:38,169.9,223.0,0.0,0.0,2.0,20000.0,0.6,50-79%,2.0,12000.0,0.0,0,,10000.0,30000.0,12000.0,0.4,Rotación media
SPR - 051659,SPROKER ECO 100 44T 5YK,1,2.0,15000.0,30000.0,0.0,0.0,2.0,40000.0,2,2,2024-08-03 18:00:07,2024-09-08 12:19:59,7.1,732.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,20000.0,40000.0,10000.0,0.25,Sin stock actual
MOTS1105,PIÑON GUIA CADENILLA CB110,1,13.0,2300.0,29900.0,8.0,18400.0,5.0,20000.0,5,5,2024-09-07 17:12:00,2025-11-14 12:31:52,42.1,300.0,0.0,0.0,1.0,4000.0,0.38461538461538464,1-49%,8.0,18400.0,0.0,0,,4000.0,20000.0,8500.0,0.425,Rotación baja
MOTS1251,PASTILLAS FRENO PULSAR 200 NS TRA BAJAS,1,4.0,7300.0,29200.0,0.0,0.0,4.0,72000.0,4,4,2024-09-12 17:22:57,2025-02-04 12:31:32,47.1,583.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,18000.0,72000.0,42800.0,0.5944444444444444,Sin stock actual
MOTS1008,FAROLA DT EVOL,1,1.0,29000.0,29000.0,2.0,58000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,1.0,29000.0,1.0,1,2025-11-22,49000.0,0.0,0.0,,Sin ventas desde compra
PIN - 034,PIÑON TERCERA ECO DELUXE HERO,1,2.0,14500.0,29000.0,1.0,14500.0,2.0,44500.0,2,2,2024-10-22 09:02:06,2024-11-12 09:09:47,86.7,667.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-04-14,24500.0,44500.0,15500.0,0.34831460674157305,"Con stock, sin ventas 365d"
MOTS1037,RETEN 25-40-8,1,19.0,1500.0,28500.0,13.0,19500.0,6.0,15000.0,6,6,2024-12-29 09:59:59,2026-05-29 11:21:56,154.8,104.0,0.0,0.0,4.0,10500.0,0.3157894736842105,1-49%,13.0,19500.0,0.0,0,,2500.0,15000.0,6000.0,0.4,Rotación baja
MOTS1090,RETEN 15-25-7,1,19.0,1500.0,28500.0,18.0,27000.0,1.0,2500.0,1,1,2025-08-26 08:13:30,2025-08-26 08:13:30,394.7,380.0,0.0,0.0,0.0,0.0,0.05263157894736842,1-49%,18.0,27000.0,0.0,0,,2500.0,2500.0,1000.0,0.4,"Con stock, sin ventas 365d"
CUN - 107,CUNAS DIRECCION ECO  DELUXE BALIN HERO,1,2.0,14200.0,28400.0,1.0,14200.0,2.0,43000.0,2,2,2024-08-22 13:23:04,2024-10-07 12:58:57,25.9,703.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2024-08-25,24000.0,43000.0,14600.0,0.3395348837209302,"Con stock, sin ventas 365d"
203281,GUAYA ACELERADOR CB 110 YAHAZURA,1,4.0,7000.0,28000.0,1.0,7000.0,3.0,32000.0,3,3,2024-09-19 08:46:40,2025-07-02 10:18:40,53.7,435.0,0.0,0.0,0.0,0.0,0.75,50-79%,1.0,7000.0,0.0,0,,12000.0,32000.0,11000.0,0.34375,"Con stock, sin ventas 365d"
822204,BUJIA NXR 125 / 130 BROS EVEREST,1,7.0,4000.0,28000.0,6.0,24000.0,1.0,7000.0,1,1,2025-12-23 08:31:05,2025-12-23 08:31:05,513.7,261.0,0.0,0.0,1.0,7000.0,0.14285714285714285,1-49%,6.0,24000.0,0.0,0,,7000.0,7000.0,3000.0,0.42857142857142855,Rotación baja
MOTS1087,RETEN 30-02-10-5 BARAI,1,12.0,2300.0,27600.0,5.0,11500.0,7.0,26000.0,2,2,2024-10-26 09:01:48,2024-11-08 09:37:05,90.7,671.0,0.0,0.0,0.0,0.0,0.5833333333333334,50-79%,5.0,11500.0,0.0,0,,4000.0,26000.0,9900.0,0.38076923076923075,"Con stock, sin ventas 365d"
914224,MANIGUETA DER CB 110 JAPAN,1,5.0,5500.0,27500.0,3.0,16500.0,3.0,28400.0,3,3,2025-04-14 12:45:20,2026-05-16 15:10:18,260.9,117.0,0.0,0.0,1.0,9500.0,0.6,50-79%,2.0,11000.0,1.0,1,2025-10-08,9500.0,28400.0,11900.0,0.41901408450704225,Rotación media
M950663,KIT DISTRIBUCCION CB 110 KNT,1,1.0,27000.0,27000.0,0.0,0.0,1.0,45000.0,1,1,2024-08-24 12:56:37,2024-08-24 12:56:37,27.9,747.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,45000.0,45000.0,18000.0,0.4,Sin stock actual
MOTS1081,RETEN 30-40-7,1,9.0,3000.0,27000.0,9.0,27000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,9.0,27000.0,0.0,0,,5000.0,0.0,0.0,,Sin ventas desde compra
MOTS1232,BALINERA 6005 ZZ C3 KOYO,1,3.0,9000.0,27000.0,1.0,9000.0,3.0,51000.0,3,3,2024-09-28 10:02:29,2025-03-14 12:27:09,62.8,545.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-02-13,18000.0,51000.0,24000.0,0.47058823529411764,"Con stock, sin ventas 365d"
MOTS1248,PASTILLAS FRENO BWS DEI JAPAN,1,2.0,13500.0,27000.0,1.0,13500.0,2.0,44500.0,2,2,2024-09-21 11:04:26,2025-03-17 08:30:54,55.8,542.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2024-08-01,22500.0,44500.0,17500.0,0.39325842696629215,"Con stock, sin ventas 365d"
MOTS1307,BOMBILLO H1 (8.5 MM) P1YSS 12V SUPER WHITHEBY WARD,1,6.0,4500.0,27000.0,0.0,0.0,6.0,36500.0,4,4,2024-09-01 08:51:06,2025-02-12 17:22:25,35.7,575.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,7500.0,36500.0,9500.0,0.2602739726027397,Sin stock actual
MOTS1107,TAPA TANQUE HERO  HONDA ECO,1,1.0,26800.0,26800.0,0.0,0.0,1.0,38000.0,1,1,2025-02-04 18:46:52,2025-02-04 18:46:52,192.1,583.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,45000.0,38000.0,11200.0,0.29473684210526313,Sin stock actual
MOTS1283,DISCOS CLUCTH AX 5GP SUZUKI,1,2.0,13200.0,26400.0,0.0,0.0,2.0,41000.0,2,2,2025-03-19 12:20:26,2025-06-27 11:34:43,234.9,440.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,22000.0,41000.0,14600.0,0.35609756097560974,Sin stock actual
RES - 027,RESORTE FRENO SURTIDO,1,21.0,1250.0,26250.0,11.0,13750.0,10.0,24000.0,10,10,2024-08-18 11:02:31,2026-08-12 14:44:44,21.8,29.0,1.0,1.0,1.0,2500.0,0.47619047619047616,1-49%,11.0,13750.0,0.0,0,,2500.0,24000.0,11500.0,0.4791666666666667,Rotación baja
1004143,KIT DISTRIBUCCION ECO DELUXE 22K 130 LB CROWN,1,1.0,26000.0,26000.0,1.0,26000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,1.0,26000.0,0.0,0,,43500.0,0.0,0.0,,Sin ventas desde compra
BX - 9150,DIRECCIONAL DT 125 TRA BYWARD,1,2.0,13000.0,26000.0,0.0,0.0,2.0,42000.0,2,2,2025-01-25 11:38:24,2025-01-31 12:06:26,181.8,587.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,22000.0,42000.0,16000.0,0.38095238095238093,Sin stock actual
MOTS1076,RETEN 35-48-11,1,13.0,2000.0,26000.0,0.0,0.0,13.0,46500.0,7,7,2024-08-12 10:30:55,2026-04-02 13:07:22,15.8,161.0,0.0,0.0,4.0,14000.0,1.0,100%,0.0,0.0,0.0,0,,3500.0,46500.0,20500.0,0.44086021505376344,Sin stock actual
MOTS1077,RETEN 14-25-5,1,13.0,2000.0,26000.0,12.0,24000.0,1.0,3500.0,1,1,2024-08-21 16:09:04,2024-08-21 16:09:04,25.0,750.0,0.0,0.0,0.0,0.0,0.07692307692307693,1-49%,12.0,24000.0,0.0,0,,3500.0,3500.0,1500.0,0.42857142857142855,"Con stock, sin ventas 365d"
MOTS1221,BALINERA 6203 2RS YAHASUKA,1,5.0,5200.0,26000.0,2.0,10400.0,5.0,43000.0,5,5,2024-10-28 10:10:49,2025-05-12 12:23:30,92.8,486.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,2.0,1,2025-01-16,9000.0,43000.0,17000.0,0.3953488372093023,"Con stock, sin ventas 365d"
D244,LIMPIADOR ELECTRONICO PISTA,1,2.0,12900.0,25800.0,0.0,0.0,2.0,38000.0,1,1,2026-02-13 11:29:21,2026-02-13 11:29:21,565.8,209.0,0.0,0.0,2.0,38000.0,1.0,100%,0.0,0.0,0.0,0,,21500.0,38000.0,12200.0,0.32105263157894737,Sin stock actual
MOTS1009,SILICONA PROTECTOR U.V. 3 CHICLE SIMONIZ,1,3.0,8500.0,25500.0,0.0,0.0,3.0,43500.0,3,3,2024-07-27 16:36:09,2024-09-05 12:28:08,0.0,735.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,14500.0,43500.0,18000.0,0.41379310344827586,Sin stock actual
MOTS1218,BALINERA 6201 2RS RODAMAIS,1,6.0,4100.0,24600.0,0.0,0.0,6.0,36000.0,5,5,2025-03-26 09:36:01,2025-08-21 16:10:54,241.7,385.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,7000.0,36000.0,11400.0,0.31666666666666665,Sin stock actual
MOTS1183,MANIGUETA DER  VARIOS,1,7.0,3500.0,24500.0,7.0,24500.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,7.0,24500.0,0.0,0,,6000.0,0.0,0.0,,Sin ventas desde compra
MOTS1088,RETEN 13-8-24-5,1,11.0,2200.0,24200.0,3.0,6600.0,8.0,30000.0,8,8,2025-01-10 08:45:41,2026-03-05 13:10:16,166.7,189.0,0.0,0.0,7.0,26000.0,0.7272727272727273,50-79%,3.0,6600.0,0.0,0,,4000.0,30000.0,12400.0,0.41333333333333333,Rotación media
101025,BASE MANIGUETA XL 100-125/85 JAPAN,1,3.0,8000.0,24000.0,3.0,24000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,3.0,24000.0,0.0,0,,13500.0,0.0,0.0,,Sin ventas desde compra
11004007,JUEGO TAPAS LATERALES DT/R5 - 175 BLANCA PLASTICOS GALEANO,1,2.0,12000.0,24000.0,0.0,0.0,2.0,37000.0,2,2,2024-08-02 16:59:33,2024-12-06 12:14:34,6.1,643.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,20000.0,37000.0,13000.0,0.35135135135135137,Sin stock actual
22578,MANIGUETA IZQ BWS XT2 125 NARITA,1,4.0,6000.0,24000.0,0.0,0.0,4.0,42000.0,4,4,2024-07-30 11:05:41,2024-08-16 16:53:15,2.8,755.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,10000.0,42000.0,18000.0,0.42857142857142855,Sin stock actual
87737015,ESCOBILLAS ARRANQUE BWS125 KOCHIN,1,3.0,8000.0,24000.0,0.0,0.0,3.0,38000.0,2,2,2025-07-23 16:07:50,2026-03-01 12:48:00,361.0,193.0,0.0,0.0,1.0,12000.0,1.0,100%,0.0,0.0,0.0,0,,13500.0,38000.0,14000.0,0.3684210526315789,Sin stock actual
MOTS1034,DIRECCIONNAL AX4  4T  AMBAR PAR APM,1,2.0,12000.0,24000.0,1.0,12000.0,1.0,20000.0,1,1,2025-12-23 12:31:45,2025-12-23 12:31:45,513.9,261.0,0.0,0.0,1.0,20000.0,0.5,50-79%,1.0,12000.0,0.0,0,,20000.0,20000.0,8000.0,0.4,Rotación media
MOTS1054,RETEN 25-44-7,1,8.0,3000.0,24000.0,7.0,21000.0,1.0,5000.0,1,1,2025-10-15 08:10:12,2025-10-15 08:10:12,444.7,330.0,0.0,0.0,1.0,5000.0,0.125,1-49%,7.0,21000.0,0.0,0,,5000.0,5000.0,2000.0,0.4,Rotación baja
MOTS1121,SWICHE FZ - YB1 - XT2 - 125 MIYAZURA,1,1.0,24000.0,24000.0,1.0,24000.0,1.0,40000.0,1,1,2024-09-30 07:27:46,2024-09-30 07:27:46,64.7,710.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,1,2025-09-11,40000.0,40000.0,16000.0,0.4,"Con stock, sin ventas 365d"
MOTS1262,GUAYA CLUCTH PULSAR NS CUPRAPARTS,1,2.0,12000.0,24000.0,2.0,24000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,2.0,24000.0,0.0,0,,20000.0,0.0,0.0,,Sin ventas desde compra
DIR-073,MANUBRIO ECO DELUXE,1,1.0,23500.0,23500.0,0.0,0.0,1.0,35000.0,1,1,2024-11-02 08:14:23,2024-11-02 08:14:23,97.7,677.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,39500.0,35000.0,11500.0,0.32857142857142857,Sin stock actual
MOTS1206,JUEGO RADIOS 9 X 164 NITROX,1,2.0,11500.0,23000.0,2.0,23000.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0%,2.0,23000.0,0.0,0,,19500.0,0.0,0.0,,Sin ventas desde compra
MOTS1215,CUNAS DIRECCION ECO DELUXE / CBF 125 -150 RODILLO EVOL,1,2.0,11400.0,22800.0,1.0,11400.0,1.0,17000.0,1,1,2026-01-08 17:40:05,2026-01-08 17:40:05,530.1,245.0,0.0,0.0,1.0,17000.0,0.5,50-79%,1.0,11400.0,0.0,0,,19000.0,17000.0,5600.0,0.32941176470588235,Rotación media
MOTS1226,BALINERA 62002RSC3 NXT,1,6.0,3800.0,22800.0,3.0,11400.0,5.0,31500.0,4,4,2025-06-30 13:57:05,2026-05-06 17:00:57,337.9,127.0,0.0,0.0,4.0,25000.0,0.8333333333333334,80-99%,1.0,3800.0,2.0,1,2025-03-23,6500.0,31500.0,12500.0,0.3968253968253968,Rotación media
MOTS1240,BALINERA 6205 C3 AKITA,1,6.0,3800.0,22800.0,5.0,19000.0,1.0,6500.0,1,1,2026-03-17 08:45:20,2026-03-17 08:45:20,597.7,177.0,0.0,0.0,1.0,6500.0,0.16666666666666666,1-49%,5.0,19000.0,0.0,0,,6500.0,6500.0,2700.0,0.4153846153846154,Rotación baja
4400,CUNAS DIRECCION XL 125 / ECO 100 / TT 125 BALIN ARITA,1,3.0,7500.0,22500.0,2.0,15000.0,1.0,12500.0,1,1,2025-03-29 09:35:46,2025-03-29 09:35:46,244.7,530.0,0.0,0.0,0.0,0.0,0.3333333333333333,1-49%,2.0,15000.0,0.0,0,,12500.0,12500.0,5000.0,0.4,"Con stock, sin ventas 365d"
MOTS1238,BALINERA 6001 2RS C3 RNV,1,5.0,4500.0,22500.0,3.0,13500.0,2.0,14500.0,2,2,2024-10-15 15:17:41,2025-02-12 17:32:09,80.0,575.0,0.0,0.0,0.0,0.0,0.4,1-49%,3.0,13500.0,0.0,0,,7500.0,14500.0,5500.0,0.3793103448275862,"Con stock, sin ventas 365d"
MOTS1244,TAPA PRENSA CBF 125,1,1.0,22500.0,22500.0,0.0,0.0,1.0,37500.0,1,1,2024-09-16 11:07:35,2024-09-16 11:07:35,50.8,724.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,37500.0,37500.0,15000.0,0.4,Sin stock actual
KIT - 026,KIT TORNILLOS CATALINA ECO DELUXE RACING,1,7.0,3200.0,22400.0,0.0,0.0,7.0,36500.0,6,6,2024-09-08 12:19:59,2025-03-11 11:46:13,42.9,548.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,5500.0,36500.0,14100.0,0.3863013698630137,Sin stock actual
KIT - 054949,KIT VIELA HAYATE 115 IXUM,1,1.0,22400.0,22400.0,0.0,0.0,1.0,32000.0,1,1,2025-03-31 11:50:35,2025-03-31 11:50:35,246.8,528.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,37500.0,32000.0,9600.0,0.3,Sin stock actual
20149,CADENA DORADA 420H - 122 L PUSH,1,1.0,22300.0,22300.0,0.0,0.0,1.0,22000.0,1,1,2025-01-13 08:16:14,2025-01-13 08:16:14,169.7,605.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,37500.0,22000.0,-300.0,-0.013636363636363636,Sin stock actual
1501002,MANIGUETA IZQ DREAM NEO CB KANNL,1,4.0,5500.0,22000.0,1.0,5500.0,3.0,28000.0,3,3,2024-08-05 12:30:17,2024-09-07 09:00:04,8.9,733.0,0.0,0.0,0.0,0.0,0.75,50-79%,1.0,5500.0,0.0,0,,9500.0,28000.0,11500.0,0.4107142857142857,"Con stock, sin ventas 365d"
B2208559,MANIGUETA DER CB 110 GOLIMPORTACIONES,1,4.0,5500.0,22000.0,2.0,11000.0,2.0,18500.0,2,2,2024-11-12 16:31:12,2025-05-07 15:10:04,108.0,491.0,0.0,0.0,0.0,0.0,0.5,50-79%,2.0,11000.0,0.0,0,,9500.0,18500.0,7500.0,0.40540540540540543,"Con stock, sin ventas 365d"
MOTS1098,RETEN 15-26-6,1,11.0,2000.0,22000.0,10.0,20000.0,1.0,3500.0,1,1,2025-12-20 11:17:55,2025-12-20 11:17:55,510.8,264.0,0.0,0.0,1.0,3500.0,0.09090909090909091,1-49%,10.0,20000.0,0.0,0,,3500.0,3500.0,1500.0,0.42857142857142855,Rotación baja
MOTS1212,BANDA FRENO TRA  ECO DELUXE X MOTOS,1,2.0,11000.0,22000.0,0.0,0.0,2.0,30000.0,1,1,2024-11-10 10:19:11,2024-11-10 10:19:11,105.8,669.0,0.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,0.0,0,,18500.0,30000.0,8000.0,0.26666666666666666,Sin stock actual
